Iteration                Wall_Time                Samples                  Train_Return             Test_Return              State_Mean               State_Std                Goal_Mean                Goal_Std                 Exp_Rate                 Exp_Noise                Critic_Loss              Critic_Stepsize          Actor_Loss               Actor_Stepsize           Clip_Frac                Adv_Mean                 Adv_Std                  
5600                     4.541527320477698        24194771                 30.244050068217707       28.846315803920636       0.13471791944372483      0.779242175287031        0                        0                        0.6976209125             0.05                     0.10481051925350637      0.0005                   0.3013335144804681       2e-06                    0.18359375               0.11977702               0.53337324               
5800                     4.709390379521582        25083592                 33.9118814591473         28.112639201739455       0.13471791944372483      0.779242175287031        0                        0                        0.6865113375             0.05                     0.0920474809665595       0.0005                   0.2970019842808445       2e-06                    0.1564670138888889       -0.041561797             0.391883                 
6000                     4.8776175496313305       25971093                 33.88253950986237        23.334336063667358       0.13471791944372483      0.779242175287031        0                        0                        0.6754163249999999       0.05                     0.11364921690170268      0.0005                   0.2849621790296891       2e-06                    0.19393382352941177      0.13663392               0.46189883               
6200                     5.045693106187715        26859596                 29.357345119969054       24.949309750252702       0.13471791944372483      0.779242175287031        0                        0                        0.6643099250000001       0.05                     0.08541862279697157      0.0005                   0.2930199573473895       2e-06                    0.16199448529411764      0.18700579               0.3837842                
6400                     5.213263104293081        27746475                 30.73273492363004        29.452959944241158       0.13471791944372483      0.779242175287031        0                        0                        0.6532241625             0.05                     0.09421607876634774      0.0005                   0.28748571752187085      2e-06                    0.20197610294117646      -0.14130744              0.42005777               
6600                     5.381404306689898        28634255                 31.308576631109357       25.00850845583388        0.13471791944372483      0.779242175287031        0                        0                        0.6421283375             0.05                     0.08171258136927564      0.0005                   0.29112346682490575      2e-06                    0.17838541666666669      0.01609286               0.27135223               
6800                     5.549585161407789        29522559                 30.66242955388435        26.468684427278934       0.13471791944372483      0.779242175287031        0                        0                        0.631022425              0.05                     0.08200664217036         0.0005                   0.28328664447454843      2e-06                    0.19048713235294118      0.12500198               0.34670267               
7000                     5.7173744595713085       30410134                 32.78020233341418        28.879190930066486       0.13471791944372483      0.779242175287031        0                        0                        0.6199289875             0.05                     0.07810641645097777      0.0005                   0.2999237396151704       2e-06                    0.18612132352941174      -0.0023192177            0.3516207                
7200                     5.8848943377203415       31298184                 31.764019462219075       29.32885145631439        0.13471791944372483      0.779242175287031        0                        0                        0.6088287875             0.05                     0.07245641292812413      0.0005                   0.29462910312063556      2e-06                    0.18589154411764708      -0.0760205               0.37540847               
7400                     6.0525141402747895       32183451                 29.25332264871644        25.22763151734989        0.13471791944372483      0.779242175287031        0                        0                        0.5977613625             0.05                     0.07825071878922993      0.0005                   0.27865149179363957      2e-06                    0.1829044117647059       0.066649616              0.29234943               
7600                     6.220791592068142        33070959                 30.883640617635887       26.446579065565675       0.13471791944372483      0.779242175287031        0                        0                        0.5866680875             0.05                     0.0664577417397488       0.0005                   0.3016097328680403       2e-06                    0.16015625               -0.092972256             0.26795042               
7800                     6.388394559290674        33956590                 32.09307992361185        27.720667819359036       0.13471791944372483      0.779242175287031        0                        0                        0.5755973375             0.05                     0.10270539838272859      0.0005                   0.2840239956755849       2e-06                    0.22472426470588236      0.012712659              0.29484817               
